subject,sex,day,video.recording.start,trial.recording.start,trial.recording.duration,time.since.video.start,elongation,trial.completion
l1,Male,4,2022-03-10T20:02:04.000Z,2022-03-10T20:05:38.447Z,00:00:30.063,00:03:34.448,72.629,TRUE
l1,Male,4,2022-03-10T20:02:04.000Z,2022-03-10T20:06:08.611Z,00:00:30.063,00:04:04.611,71.4303,TRUE
l1,Male,4,2022-03-10T20:02:04.000Z,2022-03-10T20:06:38.740Z,00:00:30.063,00:04:34.741,71.5281,TRUE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:12:18.302Z,00:00:04.972,00:00:02.302,59.669,FALSE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:13:59.203Z,00:00:14.515,00:01:43.203,67.8859,FALSE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:14:27.798Z,00:00:23.824,00:02:11.798,66.9409,FALSE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:15:11.776Z,00:00:19.052,00:02:55.776,66.1266,FALSE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:15:41.204Z,00:00:30.063,00:03:25.205,68.2179,TRUE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:16:11.368Z,00:00:29.596,00:03:55.369,64.5867,FALSE
l2,Male,4,2022-03-10T20:12:16.000Z,2022-03-10T20:16:51.375Z,00:00:30.063,00:04:35.375,70.3561,TRUE
